Customer_ID,Age,Gender,Privacy,tenure,Region
A810000790,54,F,Y,14,Toscana
A810000792,72,F,Y,14,Veneto
A810000803,70,F,Y,14,Toscana
A810000820,66,F,Y,14,Sicilia
A8996996,54,F,Y,16,Lombardia
A810000882,84,F,Y,14,Emilia-Romagna
A810000886,87,F,N,14,Lazio
A810000944,68,F,Y,14,Lazio
A8997004,83,F,Y,16,Friuli-Venezia Giulia
A810000946,75,F,N,14,Friuli-Venezia Giulia
A810000958,67,F,N,14,Lombardia
A8997009,41,F,Y,16,Lombardia
A810001020,74,F,N,14,Puglia
A8997012,60,F,Y,16,Lombardia
A810001026,44,F,Y,14,
A810001049,63,F,N,14,Toscana
A810001052,61,F,N,14,Veneto
A810001053,57,F,Y,14,Liguria
A810001061,65,F,Y,14,Puglia
A810001069,56,F,Y,14,Emilia-Romagna
A810001071,60,F,Y,14,Puglia
A810001076,77,F,Y,14,Lombardia
A8997018,50,F,N,16,Lombardia
A810001086,61,F,Y,14,Friuli-Venezia Giulia
A810001128,68,F,Y,14,Toscana
A810001133,59,F,Y,14,Campania
A810001152,80,F,Y,15,Piemonte
A810001160,61,F,Y,14,Liguria
A810001161,89,F,N,14,Friuli-Venezia Giulia
A810001167,77,F,Y,14,Veneto
A810001224,52,F,Y,14,Campania
A810001226,65,F,Y,14,Friuli-Venezia Giulia
A810001233,77,F,Y,14,Lazio
A810001264,78,F,Y,14,Lombardia
A8997037,66,M,Y,16,Liguria
A810001276,80,F,Y,14,Abruzzo
A810001291,61,F,Y,14,Lombardia
A810001316,89,F,Y,14,Sicilia
A810001334,52,F,Y,13,Lombardia
A810001370,59,F,Y,14,Emilia-Romagna
A810001378,73,F,Y,14,Piemonte
A810001383,58,F,Y,14,Lombardia
A810001384,57,F,Y,14,Sicilia
A810001458,57,F,N,14,Umbria
A810001461,65,F,Y,14,Piemonte
A810001475,39,F,Y,14,Puglia
A810001479,56,F,Y,14,Emilia-Romagna
A810001531,59,F,Y,14,Sicilia
A810001549,83,F,N,14,Toscana
A810001561,67,F,N,14,Veneto
A810001597,62,F,Y,14,Lombardia
A810001602,79,F,Y,14,Lombardia
A810001610,54,F,Y,14,Basilicata
A810001639,83,F,Y,14,Liguria
A810001667,78,F,Y,14,Lombardia
A810001671,76,F,Y,14,Puglia
A810001697,83,F,Y,14,Lombardia
A810001706,73,M,Y,14,Emilia-Romagna
A810001713,48,F,N,14,Lazio
A810001718,53,F,N,14,Lombardia
A810001720,63,F,N,14,Lombardia
A810001730,68,F,Y,14,Lombardia
A810001737,58,F,Y,14,Marche
A810001749,67,F,N,14,Lombardia
A810001763,71,F,N,14,Liguria
A810001784,82,F,Y,14,Lombardia
A810001798,73,F,N,14,Lazio
A810001814,67,F,Y,14,Puglia
A810001818,55,F,N,14,Abruzzo
A810001867,39,F,Y,14,Trentino-Alto Adige
A810001885,83,M,N,14,Sicilia
A810001891,50,M,Y,14,
A810001893,69,F,Y,14,Emilia-Romagna
A810001950,59,F,Y,14,Toscana
A810001955,58,F,N,14,Campania
A810001989,67,F,Y,14,Friuli-Venezia Giulia
A810001996,71,F,N,14,Friuli-Venezia Giulia
A810002014,71,F,Y,14,Lazio
A810002061,65,F,Y,14,Lombardia
A810002063,49,F,,.,
A810002083,83,F,N,14,Liguria
A810002101,54,F,Y,14,Lombardia
A810002107,64,F,Y,14,Liguria
A810002136,73,F,Y,14,Friuli-Venezia Giulia
A8997124,70,F,N,16,Toscana
A810002185,75,F,Y,14,Emilia-Romagna
A810002194,71,F,N,14,Lombardia
A810002195,75,F,N,14,Veneto
A810002211,81,F,Y,14,Lazio
A810002216,82,F,Y,14,Veneto
A810002245,77,F,Y,14,Emilia-Romagna
A810002247,63,M,Y,14,Toscana
A810002258,48,F,Y,14,Emilia-Romagna
A810002263,46,F,Y,14,Lombardia
A810002304,45,F,Y,14,Veneto
A810002306,58,F,Y,14,Liguria
A810002323,64,F,Y,14,Umbria
A810002337,80,F,Y,14,Campania
A810002341,73,F,Y,14,Puglia
A810002350,41,F,Y,14,Lazio
A810002358,77,F,N,14,Calabria
A810002360,64,F,Y,14,Veneto
A810002372,48,F,Y,14,Veneto
A810002384,85,F,,.,
A810002400,67,F,Y,14,Emilia-Romagna
A810002424,56,F,Y,14,Piemonte
A810002426,71,F,Y,14,Sicilia
A810002440,82,F,Y,14,Lombardia
A810002451,55,F,Y,14,Emilia-Romagna
A810002454,41,M,N,14,Sicilia
A810002456,61,F,Y,14,Toscana
A810002462,57,M,Y,14,
A810002511,44,M,N,14,Campania
A810002523,60,M,Y,14,Piemonte
A810002546,76,F,Y,14,Molise
A810002556,70,F,N,14,Liguria
A810002568,74,F,Y,14,Trentino-Alto Adige
A810002569,67,F,Y,14,Sicilia
A810002571,66,F,Y,14,Lazio
A8997169,83,F,N,16,Trentino-Alto Adige
A810002616,68,F,Y,14,Abruzzo
A810002617,63,F,Y,14,Friuli-Venezia Giulia
A810002624,66,F,Y,14,Friuli-Venezia Giulia
A810002653,70,F,Y,14,Lazio
A810002655,57,F,Y,14,Friuli-Venezia Giulia
A810002657,50,F,Y,14,Marche
A810002667,69,F,,14,Lombardia
A810002672,56,F,Y,14,Veneto
A8997179,71,F,N,16,Puglia
A810002702,60,F,Y,14,Basilicata
A810002719,65,F,,.,
A810002728,61,F,Y,14,Liguria
A810002733,50,F,Y,14,Lombardia
A810002757,51,F,,14,Toscana
A810002764,79,F,Y,14,Valle d'Aosta
A810002816,56,F,Y,14,Campania
A810002821,72,F,Y,14,Lombardia
A810002828,60,F,Y,14,Emilia-Romagna
A810002858,61,F,N,14,Piemonte
A810002882,53,F,Y,14,Lazio
A810002885,54,F,Y,14,Puglia
A810002892,52,F,Y,14,Puglia
A8997200,74,F,Y,16,Sicilia
A810002910,51,F,Y,14,Emilia-Romagna
A810002916,75,F,N,14,Campania
A810002945,79,F,Y,14,Lazio
A810002995,50,F,N,14,Puglia
A810003013,68,F,Y,14,Toscana
A810003045,54,F,Y,14,Lazio
A810003049,66,F,Y,14,Sicilia
A810003095,65,F,Y,14,Piemonte
A8997219,75,F,N,16,Lombardia
A810003096,66,F,N,14,Trentino-Alto Adige
A810003102,81,F,Y,14,Toscana
A810003137,79,F,N,14,Veneto
A810003142,43,F,Y,14,Toscana
A810003251,71,F,Y,14,Emilia-Romagna
A810003254,59,F,Y,14,Puglia
A810003261,52,F,Y,14,Lombardia
A8997236,76,F,N,16,Liguria
A810003271,59,F,N,14,Lombardia
A810003280,59,F,Y,14,Lombardia
A810003281,52,F,Y,14,Lombardia
A810003325,67,F,N,14,Liguria
A810003332,74,F,Y,14,Liguria
A810003338,57,F,Y,14,Veneto
A810003341,72,F,N,14,Piemonte
A810003357,84,F,Y,14,Basilicata
A810003361,45,F,Y,14,Lombardia
A8997246,66,F,Y,16,Campania
A810003379,58,F,Y,14,Lazio
A810003393,44,F,Y,14,Toscana
A8997250,76,M,Y,16,Puglia
A810003414,63,F,Y,14,Lombardia
A8997252,64,F,Y,16,Trentino-Alto Adige
A810003440,84,F,Y,14,Piemonte
A810003477,38,F,N,14,Lombardia
A810003503,72,F,Y,14,Campania
A810003504,61,F,Y,14,Sicilia
A810003517,39,F,N,14,Lombardia
A810003520,61,F,Y,14,Liguria
A810003537,56,F,Y,14,Puglia
A810003540,77,F,Y,14,Piemonte
A810003568,66,F,Y,14,Liguria
A810003582,78,F,Y,14,Toscana
A810003586,74,F,Y,14,Piemonte
A810003633,70,F,Y,14,Trentino-Alto Adige
A810003636,76,F,Y,14,Lombardia
A810003643,43,F,Y,14,Campania
A810003659,75,F,Y,14,Campania
A810003677,88,F,N,14,Piemonte
A8997279,66,F,Y,16,Sicilia
A810003696,67,F,Y,14,Lombardia
A810003699,66,F,N,14,Lombardia
A810003743,78,F,Y,14,Lombardia
A8997285,64,F,Y,16,Lombardia
A810003779,53,F,Y,14,Sicilia
A810003781,59,F,Y,14,Piemonte
A810003786,67,F,N,14,Lazio
A8997289,71,F,Y,16,Emilia-Romagna
A810003824,55,F,,.,
A810003832,62,F,N,14,Trentino-Alto Adige
A810003848,80,F,Y,14,Sicilia
A810003883,80,M,Y,14,Emilia-Romagna
A8997298,81,F,Y,16,Emilia-Romagna
A810003888,66,F,N,14,Lombardia
A810003905,72,F,Y,14,Veneto
A810003908,52,F,Y,14,Sicilia
A810003917,78,F,Y,14,Liguria
A810003945,54,F,N,14,Emilia-Romagna
A810003950,64,F,Y,14,Lombardia
A810003952,57,F,Y,14,Lombardia
A810003953,70,F,Y,14,Emilia-Romagna
A810003954,54,F,Y,14,Sicilia
A810003957,57,F,Y,14,Lombardia
A810003959,80,F,N,14,Puglia
A810003987,72,F,Y,14,Emilia-Romagna
A810004024,56,F,Y,14,Lombardia
A810004039,77,F,Y,14,Lazio
A810004080,78,F,Y,14,Lombardia
A810004087,54,F,Y,14,Marche
A810004116,62,F,,.,
A8997323,72,F,Y,16,Veneto
A810004144,60,F,Y,14,Lombardia
A8997324,59,F,Y,16,Friuli-Venezia Giulia
A810004189,50,F,N,14,Sicilia
A810004191,55,F,Y,14,Lombardia
A810004195,55,F,Y,14,Toscana
A8997329,76,F,N,16,Liguria
A810004222,55,F,Y,14,Lazio
A8997334,69,F,Y,16,Sicilia
A810004246,63,F,,.,
A810004248,62,F,Y,14,Lombardia
A810004255,80,F,Y,14,Piemonte
A810004266,58,F,N,14,Veneto
A810004294,65,F,Y,14,Emilia-Romagna
A810004302,58,F,Y,14,Emilia-Romagna
A810004309,89,F,Y,14,Liguria
A810004312,74,F,N,14,Emilia-Romagna
A810004326,57,F,Y,14,Lombardia
A810004329,65,F,N,14,Veneto
A8997345,67,F,Y,16,Veneto
A8997347,71,F,,.,
A810004377,59,F,Y,14,Basilicata
A810004404,88,F,Y,14,Liguria
A810004426,89,F,Y,14,Toscana
A810004431,68,F,N,14,Puglia
A810004526,82,F,N,14,Sicilia
A810004544,62,F,Y,14,Sicilia
A810004548,66,F,Y,14,Veneto
A810004552,62,F,Y,14,Lombardia
A810004569,69,F,Y,14,Veneto
A810004590,53,F,Y,14,Marche
A810004593,56,F,Y,14,Lazio
A810004596,68,F,,14,Lombardia
A8997370,81,F,Y,16,Toscana
A810004614,86,F,Y,14,Emilia-Romagna
A810004633,59,F,,14,Piemonte
A810004682,84,F,Y,14,Toscana
A810004710,66,F,Y,14,Emilia-Romagna
A810004711,59,F,Y,14,Toscana
A810004716,69,F,Y,14,Campania
A810004736,58,F,Y,14,Piemonte
A810004745,74,F,Y,14,Emilia-Romagna
A810004746,71,F,Y,14,Sardegna
A810004756,63,F,,.,
A810004774,49,F,Y,14,Lombardia
A810004789,60,F,Y,14,Lazio
A810004791,61,F,Y,14,Abruzzo
A810004802,63,F,Y,14,Emilia-Romagna
A810004815,67,F,N,14,Lombardia
A8997391,81,F,Y,16,Liguria
A810004835,47,F,Y,14,Marche
A810004843,43,F,Y,14,Liguria
A810004852,70,F,N,14,Toscana
A810004860,68,F,Y,14,Lombardia
A810004888,59,F,N,14,
A8997400,80,F,Y,16,Puglia
A810004923,73,F,Y,14,Puglia
A810004950,54,F,Y,14,Veneto
A810005048,68,F,Y,14,Veneto
A810005049,62,F,Y,14,Piemonte
A8997416,75,F,Y,16,Trentino-Alto Adige
A810005089,52,F,Y,14,Lombardia
A810005090,48,F,Y,14,Emilia-Romagna
A8997419,62,F,N,16,Sardegna
A810005099,62,F,Y,14,Piemonte
A810005121,60,F,Y,14,Emilia-Romagna
A810005149,74,F,Y,14,Lombardia
A810005153,74,F,Y,14,Emilia-Romagna
A8997425,70,F,Y,16,Lombardia
A810005204,44,F,N,14,Veneto
A810005218,52,F,Y,14,Emilia-Romagna
A810005233,85,F,N,14,Lazio
A810005257,67,F,Y,14,Marche
A810005271,50,F,N,14,Toscana
A810005290,34,F,Y,14,Lombardia
A810005292,56,F,Y,14,Lazio
A810005312,69,F,Y,14,Sicilia
A8997442,86,F,Y,16,Lazio
A810005332,69,F,Y,14,Lombardia
A810005351,57,F,Y,14,Lombardia
A810005370,64,F,Y,14,Marche
A810005376,69,F,N,14,Lazio
A810005383,68,F,Y,14,Friuli-Venezia Giulia
A810005440,64,F,Y,14,Lombardia
A810005474,56,F,Y,14,Emilia-Romagna
A810005478,51,F,N,14,Emilia-Romagna
A810005502,50,F,Y,14,Veneto
A8997461,60,F,Y,16,Lombardia
A810005523,56,F,Y,14,Campania
A810005548,64,F,N,14,Puglia
A810005566,51,F,Y,14,Veneto
A810005567,61,F,Y,14,Piemonte
A810005574,67,F,Y,14,Lombardia
A810005601,59,F,Y,14,Trentino-Alto Adige
A8997470,79,F,Y,16,Lazio
A810005614,84,F,Y,14,Emilia-Romagna
A810005634,54,F,,.,
A810005644,44,F,Y,14,Sicilia
A810005650,74,F,Y,14,Puglia
A810005651,62,F,Y,14,Lombardia
A8997475,72,F,Y,16,Sicilia
A810005672,76,F,Y,14,Toscana
A810005675,57,F,Y,14,Emilia-Romagna
A810005696,68,F,N,14,Lazio
A8997485,72,F,Y,16,Lombardia
A810005761,62,F,Y,14,Sicilia
A810005798,71,F,Y,14,Sicilia
A810005834,51,F,Y,14,Puglia
A810005845,80,F,Y,14,Lombardia
A810005851,64,F,Y,14,Toscana
A810005855,68,F,N,14,Veneto
A810005857,83,F,N,14,Lazio
A810005865,66,F,Y,10,Toscana
A810005866,66,F,Y,14,Piemonte
A810005887,63,F,Y,14,Lombardia
A810005898,59,F,Y,14,Veneto
A810005904,60,F,Y,14,Marche
A810005913,55,F,Y,14,Lombardia
A810005930,61,F,Y,14,Emilia-Romagna
A810005950,73,F,N,14,Lombardia
A810005958,64,F,Y,14,Veneto
A810005987,54,F,N,14,Veneto
A810006033,56,F,,14,Lombardia
